Strain,Taxa_ID,GH1,GH3,GH5,GH6,GH8,bcsZ,GH9,GH12,GH44,GH45,GH48
Brucella abortus bv. 6 str. 870,520454,0,1,0,0,0,0,0,0,0,0,0
Brucella abortus bv. 9 str. C68,520455,0,1,0,0,0,0,0,0,0,0,0
Brucella abortus NCTC 8038,575591,0,1,0,0,0,0,0,0,0,0,0
Brucella abortus S19,430066,0,1,0,0,0,0,0,0,0,0,0
Brucella abortus str. 2308 A,641140,0,1,0,0,0,0,0,0,0,0,0
Brucella canis ATCC 23365,483179,0,1,0,0,0,0,0,0,0,0,0
Brucella canis HSK A52141,1104321,0,1,0,0,0,0,0,0,0,0,0
Brucella ceti B1/94,520457,0,1,0,0,0,0,0,0,0,0,0
Brucella ceti M13/05/1,520460,0,1,0,0,0,0,0,0,0,0,0
Brucella ceti M490/95/1,520458,0,1,0,0,0,0,0,0,0,0,0
Brucella ceti M644/93/1,520459,0,1,0,0,0,0,0,0,0,0,0
Brucella ceti str. Cudo,595497,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis 16M13W,1143191,0,0,0,0,0,0,0,0,0,0,0
Brucella melitensis 16M1W,1143190,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis ATCC 23457,546272,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis biovar Abortus 2308,359391,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis bv. 1 str. 16M,224914,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis bv. 1 str. M111,1004955,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis bv. 1 str. M28-12,1004956,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis bv. 1 str. M5,1004957,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis bv. 1 str. Rev.1,520464,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis bv. 2 str. 63/9,520465,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis bv. 3 str. Ether,520466,0,0,0,0,0,0,0,0,0,0,0
Brucella melitensis M28,941967,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis M5-90,703352,0,1,0,0,0,0,0,0,0,0,0
Brucella melitensis NI,1029825,0,1,0,0,0,0,0,0,0,0,0
Brucella microti CCM 4915,568815,0,1,0,0,0,0,0,0,0,0,0
Brucella neotomae 5K33,520456,0,1,0,0,0,0,0,0,0,0,0
Brucella ovis ATCC 25840,444178,0,1,0,0,0,0,0,0,0,0,0
Brucella pinnipedialis B2/94,520461,0,1,0,0,0,0,0,0,0,0,0
Brucella pinnipedialis M163/99/10,520463,0,1,0,0,0,0,0,0,0,0,0
Brucella pinnipedialis M292/94/1,520462,0,1,0,0,0,0,0,0,0,0,0
Brucella sp. 83/13,520449,0,1,0,0,0,0,0,0,0,0,0
Brucella sp. BO1,470735,0,1,0,0,0,0,0,0,0,0,0
Brucella sp. BO2,693750,0,1,0,0,0,0,0,0,0,0,0
Brucella sp. F5/99,437701,0,1,0,0,0,0,0,0,0,0,0
Brucella sp. NF 2653,693748,0,1,0,0,0,0,0,0,0,0,0
Brucella sp. NVSL 07-0026,520448,0,1,0,0,0,0,0,0,0,0,0
Brucella suis 1330,204722,0,1,0,0,0,0,0,0,0,0,0
Brucella suis ATCC 23445,470137,0,1,0,0,0,0,0,0,0,0,0
Brucella suis bv. 1 str. S2,1004954,0,1,0,0,0,0,0,0,0,0,0
Brucella suis bv. 3 str. 686,520487,0,1,0,0,0,0,0,0,0,0,0
Brucella suis bv. 4 str. 40,520488,0,1,0,0,0,0,0,0,0,0,0
Brucella suis bv. 5 str. 513,520489,0,1,0,0,0,0,0,0,0,0,0
Brucella suis VBI22,1112912,0,1,0,0,0,0,0,0,0,0,0
Buchnera aphidicola (Cinara tujafilina),261317,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. 5A (Acyrthosiphon pisum),563178,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),1005090,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. APS (Acyrthosiphon pisum),107806,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. Bp (Baizongia pistaciae),224915,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. Cc (Cinara cedri),372461,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. JF98 (Acyrthosiphon pisum),713600,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. JF99 (Acyrthosiphon pisum),713601,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. LL01 (Acyrthosiphon pisum),713603,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. LSR1 (Acyrthosiphon pisum),593275,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. Sg (Schizaphis graminum),198804,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum),713602,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),561501,0,0,0,0,0,0,0,0,0,0,0
Buchnera aphidicola str. Ua (Uroleucon ambrosiae),1005057,0,0,0,0,0,0,0,0,0,0,0
Burkholderia ambifaria AMMD,339670,1,12,1,0,0,1,0,0,0,0,0
Burkholderia ambifaria IOP40-10,396596,0,2,0,0,0,1,0,0,0,0,0
Burkholderia ambifaria MC40-6,398577,1,7,0,0,0,1,0,0,0,0,0
Burkholderia ambifaria MEX-5,396597,0,1,2,0,0,1,0,0,0,0,0
Burkholderia cenocepacia AU 1054,331271,1,8,1,0,0,1,0,0,0,0,0
Burkholderia cenocepacia H111,1055524,0,3,0,0,0,1,0,0,0,0,0
Burkholderia cenocepacia HI2424,331272,1,8,1,0,0,1,0,0,0,0,0
Burkholderia cenocepacia J2315,216591,0,8,1,0,0,1,0,0,0,0,0
Burkholderia cenocepacia MC0-3,406425,0,9,2,0,0,1,0,0,0,0,0
Burkholderia cenocepacia PC184,350702,0,10,1,0,0,1,0,0,0,0,0
Burkholderia dolosa AUO158,350701,0,4,2,0,0,0,0,0,0,0,0
Burkholderia gladioli BSR3,999541,0,1,1,0,0,1,0,0,0,0,0
Burkholderia glumae BGR1,626418,0,3,0,0,0,1,0,0,0,0,0
Burkholderia graminis C4D1M,396598,1,1,0,0,0,1,0,0,0,0,0
Burkholderia mallei 2002721280,370895,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei ATCC 10399,412021,0,6,2,0,0,1,0,0,0,0,0
Burkholderia mallei ATCC 23344,243160,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei FMH,334802,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei GB8 horse 4,320390,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei JHU,334803,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei NCTC 10229,412022,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei NCTC 10247,320389,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei PRL-20,436115,0,5,2,0,0,1,0,0,0,0,0
Burkholderia mallei SAVP1,320388,0,5,2,0,0,0,0,0,0,0,0
Burkholderia multivorans ATCC 17616,395019,0,4,0,0,0,1,0,0,0,0,0
Burkholderia multivorans CGD1,513051,0,4,0,0,0,1,0,0,0,0,0
Burkholderia multivorans CGD2,513052,0,4,1,0,0,1,0,0,0,0,0
Burkholderia multivorans CGD2M,513053,0,4,1,0,0,1,0,0,0,0,0
Burkholderia oklahomensis C6786,441162,0,1,2,0,0,0,0,0,0,0,0
Burkholderia oklahomensis EO147,441163,0,1,2,0,0,0,0,0,0,0,0
Burkholderia phymatum STM815,391038,1,1,1,0,0,1,0,0,0,0,0
Burkholderia phytofirmans PsJN,398527,1,1,1,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 1106a,357348,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 1106b,357347,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 1655,331109,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 1710a,320371,0,2,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 1710b,320372,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 305,425067,0,7,2,0,0,0,0,0,0,0,0
Burkholderia pseudomallei 406e,360118,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 576,557724,0,7,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei 668,320373,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei K96243,272560,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei MSHR346,536230,0,6,2,0,0,2,0,0,0,0,0
Burkholderia pseudomallei Pakistan 9,595498,0,6,2,0,0,1,0,0,0,0,0
Burkholderia pseudomallei Pasteur 52237,331978,0,6,2,0,0,2,0,0,0,0,0
Burkholderia pseudomallei S13,320374,0,7,2,0,0,1,0,0,0,0,0
Burkholderia rhizoxinica HKI 454,882378,0,2,0,0,0,0,0,0,0,0,0
Burkholderia sp. 383,269483,0,8,1,0,0,1,0,0,0,0,0
Burkholderia sp. CCGE1001,640510,0,1,0,0,0,1,0,0,0,0,0
Burkholderia sp. CCGE1002,640511,2,7,0,0,0,2,0,0,0,0,0
Burkholderia sp. CCGE1003,640512,0,1,0,0,0,1,0,0,0,0,0
Burkholderia sp. Ch1-1,243261,1,1,1,0,0,1,0,0,0,0,0
Burkholderia sp. H160,516466,2,7,0,0,0,2,0,0,0,0,0
Burkholderia sp. JV3,868597,0,2,2,0,0,0,0,0,0,0,0
Burkholderia sp. YI23,1097668,0,1,0,0,0,1,0,0,0,0,0
Burkholderia thailandensis ATCC 700388,271848,0,6,1,0,0,1,0,0,0,0,0
Burkholderia thailandensis Bt4,441164,0,1,2,0,0,1,0,0,0,0,0
Burkholderia thailandensis E264,271848,0,2,2,0,0,1,0,0,0,0,0
Burkholderia thailandensis TXDOH,441165,0,1,2,0,0,1,0,0,0,0,0
Burkholderia vietnamiensis G4,269482,0,3,0,0,0,1,0,0,0,0,0
Burkholderia xenovorans LB400,266265,1,1,1,0,0,1,0,0,0,0,0
Burkholderiales bacterium 1_1_47,469610,0,1,0,0,0,0,0,0,0,0,0
Burkholderiales bacterium JOSHI_001,864051,0,1,0,0,0,0,0,0,0,0,0
Caminibacter mediatlanticus TB-2,391592,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1091,887290,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1098,887291,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 111-3,887280,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1148,887292,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 132-6,887282,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1417,887293,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 151-9,887285,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1891,887294,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1909,887295,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1948,887296,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1957,887297,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 1961,887298,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 202/04,887299,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 2548,887315,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 2553,887316,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 2680,887317,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 2685,887318,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 2688,887319,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 2692,887320,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 2698,887321,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 317/04,887300,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 37/05,887301,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 59-2,887283,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 67-8,887284,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 7--1,887281,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 80352,887288,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 84-2,887287,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 86119,887289,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli 90-3,887286,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli H56,887312,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli H6,887309,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli H8,887310,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli H9,887311,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli JV20,864566,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli LMG 23336,887303,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli LMG 23341,887304,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli LMG 23342,887305,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli LMG 23344,887306,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli LMG 9853,887307,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli LMG 9854,887302,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli LMG 9860,887308,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli RM2228,306254,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli Z156,887313,0,0,0,0,0,0,0,0,0,0,0
Campylobacter coli Z163,887314,0,0,0,0,0,0,0,0,0,0,0
Campylobacter concisus 13826,360104,0,1,0,0,0,0,0,0,0,0,0
Campylobacter concisus UNSWCD,929793,0,0,0,0,0,0,0,0,0,0,0
Campylobacter curvus 525.92,360105,0,1,0,0,0,0,0,0,0,0,0
Campylobacter fetus subsp. fetus 82-40,360106,0,1,0,0,0,0,0,0,0,0,0
Campylobacter fetus subsp. venerealis NCTC 10354,983328,0,0,0,0,0,0,0,0,0,0,0
Campylobacter gracilis RM3268,553220,0,0,0,0,0,0,0,0,0,0,0
Campylobacter hominis ATCC BAA-381,360107,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni RM1221,195099,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. doylei 269.97,360109,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 110-21,889214,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1213,889230,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 129-258,889213,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1336,683082,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 140-16,889215,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1577,889231,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1798,889232,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1854,889233,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1893,889234,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1928,889235,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1997-1,889221,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1997-10,889224,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1997-11,889225,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1997-14,889226,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1997-4,889222,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 1997-7,889223,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 2008-1025,889250,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 2008-831,889255,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 2008-872,889252,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 2008-894,889251,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 2008-979,889254,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 2008-988,889253,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 260.94,360108,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 305,691337,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 327,691338,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 414,683083,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 51037,889227,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 51494,889216,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 53161,889220,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 55037,889218,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 60004,889217,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 81-176,354242,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 81116,407148,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 84-25,360110,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 86605,889219,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 87330,889228,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni 87459,889229,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni ATCC 33560,889247,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni BH-01-0142,482628,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni CF93-6,360111,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni CG8421,478547,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni CG8486,398000,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni D2600,1093789,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni DFVF1099,691336,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni H22082,885274,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni HB93-13,360112,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni IA3902,567106,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni ICDCCJ07001,757425,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23210,889237,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23211,889238,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23216,889239,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23218,889240,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23223,889241,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23263,889242,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23264,889243,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23269,889244,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 23357,889246,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 9081,889248,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 9217,889249,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 9872,889236,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni LMG 9879,889245,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni M1,645464,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni NCTC 11168,192222,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni NW,1093788,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni P110B,885273,0,0,0,0,0,0,0,0,0,0,0
Campylobacter jejuni subsp. jejuni S3,718271,0,0,0,0,0,0,0,0,0,0,0
Campylobacter lari RM2100,306263,0,0,0,0,0,0,0,0,0,0,0
Campylobacter rectus RM3267,553218,0,1,0,0,0,0,0,0,0,0,0
Campylobacter showae RM3277,553219,0,1,0,0,0,0,0,0,0,0,0
Campylobacter sp. 10_1_50,665939,0,0,0,0,0,0,0,0,0,0,0
Campylobacter upsaliensis JV21,888826,0,0,0,0,0,0,0,0,0,0,0
Campylobacter upsaliensis RM3195,306264,0,0,0,0,0,0,0,0,0,0,0
Campylobacterales bacterium GD 1,439483,0,1,0,0,0,0,0,0,0,0,0
Candidatus Accumulibacter phosphatis clade IIA str. UW-1,522306,0,1,0,0,0,0,0,0,0,0,0
Candidatus Blochmannia floridanus,203907,0,0,0,0,0,0,0,0,0,0,0
Candidatus Blochmannia pennsylvanicus str. BPEN,291272,0,0,0,0,0,0,0,0,0,0,0
Candidatus Blochmannia vafer str. BVAF,859654,0,0,0,0,0,0,0,0,0,0,0
Candidatus Burkholderia kirkii UZHbot1,1055526,0,1,0,0,0,0,0,0,0,0,0
Candidatus Carsonella ruddii PV,387662,0,0,0,0,0,0,0,0,0,0,0
Candidatus Glomeribacter gigasporarum BEG34,1070319,0,1,0,0,0,0,0,0,0,0,0
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),572265,0,1,0,0,0,0,0,0,0,0,0
Candidatus Hamiltonella defensa MED (Bemisia tabaci),1163751,0,0,0,0,0,0,0,0,0,0,0
Candidatus Hodgkinia cicadicola Dsem,573234,0,0,0,0,0,0,0,0,0,0,0
Candidatus Liberibacter asiaticus str. psy62,537021,0,0,0,0,0,0,0,0,0,0,0
Candidatus Liberibacter solanacearum CLso-ZC1,658172,0,0,0,0,0,0,0,0,0,0,0
Candidatus Midichloria mitochondrii IricVA,696127,0,1,0,0,0,0,0,0,0,0,0
Candidatus Moranella endobia PCIT,903503,0,0,0,0,0,0,0,0,0,0,0
Candidatus Odyssella thessalonicensis L13,985867,0,2,0,0,0,0,0,0,0,0,0
Candidatus Pelagibacter sp. HTCC7211,439493,0,1,0,0,0,0,0,0,0,0,0
Candidatus Pelagibacter sp. IMCC9063,1002672,0,1,0,0,0,0,0,0,0,0,0
Candidatus Pelagibacter ubique HTCC1002,314261,0,1,0,0,0,0,0,0,0,0,0
Candidatus Pelagibacter ubique HTCC1062,335992,0,1,0,0,0,0,0,0,0,0,0
Candidatus Puniceispirillum marinum IMCC1322,488538,0,0,0,0,0,0,0,0,0,0,0
Candidatus Regiella insecticola LSR1,663321,0,1,0,0,0,0,0,0,0,0,0
Candidatus Riesia pediculicola USDA,515618,0,0,0,0,0,0,0,0,0,0,0
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),413404,0,1,0,0,0,0,0,0,0,0,0
Candidatus Tremblaya princeps PCIT,891398,0,0,0,0,0,0,0,0,0,0,0
Candidatus Tremblaya princeps PCVAL,1053648,0,0,0,0,0,0,0,0,0,0,0
Candidatus Vesicomyosocius okutanii HA,412965,0,0,0,0,0,0,0,0,0,0,0
Candidatus Zinderia insecticola CARI,871271,0,0,0,0,0,0,0,0,0,0,0
Cardiobacterium hominis ATCC 15826,638300,0,1,0,0,0,0,0,0,0,0,0
Cardiobacterium valvarum F0432,797473,0,1,0,0,0,0,0,0,0,0,0
Caulobacter crescentus CB15,190650,1,11,0,0,0,0,0,0,0,0,0
Caulobacter crescentus NA1000,565050,1,11,0,0,0,0,0,0,0,0,0
Caulobacter segnis ATCC 21756,509190,1,16,0,0,0,1,0,0,0,0,0
Caulobacter sp. K31,366602,1,12,0,0,0,0,0,0,0,0,0
Cellvibrio japonicus Ueda107,498211,0,2,4,0,0,0,1,1,0,1,0
Chelativorans sp. BNC1,266779,0,1,0,0,0,0,0,0,0,0,0
Chromobacterium sp. C-61,238241,0,0,4,0,0,0,0,0,0,0,0
Chromobacterium violaceum ATCC 12472,243365,1,3,4,0,0,1,0,0,0,0,0
Chromohalobacter salexigens DSM 3043,290398,0,1,0,0,0,0,0,0,0,0,0
Citreicella sp. 357,766499,0,1,0,0,0,0,0,0,0,0,0
Citreicella sp. SE45,501479,1,1,0,0,0,1,0,0,0,0,0
Citrobacter freundii 4_7_47CFAA,742730,3,2,0,0,0,0,0,0,0,0,0
Citrobacter freundii str. ballerup 7851/39,670484,6,2,0,0,0,0,0,0,0,0,0
Citrobacter koseri ATCC BAA-895,290338,5,2,1,0,0,1,0,0,0,0,0
Citrobacter rodentium ICC168,637910,5,2,0,0,0,1,0,0,0,0,0
Citrobacter sp. 30_2,469595,6,2,1,0,0,0,0,0,0,0,0
Citrobacter youngae ATCC 29220,500640,2,2,1,0,0,0,0,0,0,0,0
Citromicrobium bathyomarinum JL354,685035,0,1,0,0,0,0,0,0,0,0,0
Citromicrobium sp. JLT1363,517722,0,3,0,0,0,0,0,0,0,0,0
Collimonas fungivorans Ter331,1005048,0,1,0,0,0,0,0,0,0,0,0
Colwellia psychrerythraea 34H,167879,1,17,0,0,0,0,0,0,0,0,0
Comamonas testosteroni ATCC 11996,1009852,0,1,0,0,0,0,0,0,0,0,0
Comamonas testosteroni CNB-2,688245,0,1,0,0,0,0,0,0,0,0,0
Comamonas testosteroni KF-1,399795,0,1,0,0,0,0,0,0,0,0,0
Comamonas testosteroni NBRC 100989,1111078,0,1,0,0,0,0,0,0,0,0,0
Comamonas testosteroni S44,563045,0,1,0,0,0,0,0,0,0,0,0
Commensalibacter intestini A911,1088868,0,2,0,0,0,0,0,0,0,0,0
Congregibacter litoralis KT71,314285,0,2,0,0,0,0,0,0,0,0,0
Corallococcus coralloides DSM 2259,1144275,1,0,0,0,0,0,0,0,0,0,0
Coxiella burnetii 'MSU Goat Q177',360116,0,1,0,0,0,0,0,0,0,0,0
Coxiella burnetii CbuG_Q212,434923,0,1,0,0,0,0,0,0,0,0,0
Coxiella burnetii CbuK_Q154,434924,0,1,0,0,0,0,0,0,0,0,0
Coxiella burnetii Dugway 5J108-111,434922,0,1,0,0,0,0,0,0,0,0,0
Coxiella burnetii RSA 331,360115,0,1,0,0,0,0,0,0,0,0,0
Coxiella burnetii RSA 334,360117,0,1,0,0,0,0,0,0,0,0,0
Coxiella burnetii RSA 493,227377,0,1,0,0,0,0,0,0,0,0,0
Cronobacter sakazakii ATCC BAA-894,290339,8,2,0,0,0,0,0,0,0,0,0
Cronobacter sakazakii E899,930780,4,2,0,0,0,0,0,0,0,0,0
Cronobacter turicensis,413502,9,2,0,0,0,0,0,0,0,0,0
Cronobacter turicensis z3032,693216,9,2,1,0,0,0,0,0,0,0,0
Cupriavidus basilensis OR16,1127483,0,2,0,0,0,0,0,0,0,0,0
Cupriavidus metallidurans CH34,266264,0,2,0,0,0,1,0,0,0,0,0
Cupriavidus necator N-1,1042878,0,1,0,0,0,2,0,0,0,0,0
Cupriavidus taiwanensis,164546,0,1,0,0,0,1,0,0,0,0,0
Dechloromonas aromatica RCB,159087,0,1,0,0,0,0,0,0,0,0,0
